8.5107,10.579,11.113,11.949,12.579,12.951,13.621,13.621,13.955,14.145,14.384,14.384,14.67,14.384,14.67,15.178,14.821,14.67,15.41,16.181,16.382,16.172,17.1,17.315,16.571,15.725,15.07,13.621,11.962,10.002,8.9361,10.746,11.493,11.736,11.337,11.455,11.232,11.113,11.219,10.732,11.377,11.032,10.48,10.046,9.2623,9.1332,9.0187,8.6147,9.2623,9.3103,10.237,10.732,11.377,11.962,12.036,13.534,14.166,13.178,12.708,11.442,14.26,16.916,18.307,18.275,17.511,16.784,17.315,16.391,15.885,15.602,15.148,15.294,15.43,15.8,14.477,15.506,15.353,16.916,18.136,18.811,19.682,20.733,21.471,23.129,22.259,24.084,24.813,24.998,23.167,20.342
7.8099,10.378,11.507,12.197,12.734,12.734,13.137,13.204,14.161,14.636,14.493,14.182,13.981,14.493,14.224,15.087,15.62,14.687,15.743,15.856,16.218,16.218,16.373,16.509,16.2,15.743,14.838,12.734,11.558,9.7118,8.8796,10.717,11.125,11.571,11.125,11.468,11.558,11.245,11.468,11.39,10.977,11.245,10.013,9.8336,9.3369,9.6503,9.289,8.8796,9.289,9.7118,9.9539,10.292,11.125,11.674,12.558,12.781,13.637,13.114,11.963,11.125,14.349,16.491,17.404,17.463,16.848,17.565,16.733,16.19,17.128,15.931,15.515,14.524,14.349,14.838,14.978,15.515,16.652,16.688,18.009,18.935,19.975,20.116,21.224,22.09,22.258,24.112,24.601,24.649,22.49,20.366
8.9911,10.052,11.119,12.456,12.19,13.264,13.004,13.802,13.963,14.81,13.963,13.802,14.516,14.97,14.434,14.97,15.078,15.592,14.97,15.592,15.959,16.482,16.679,16.838,16.108,15.611,15.439,13.264,11.383,9.9483,8.7226,10.752,10.971,11.025,11.565,11.5,11.59,11.461,11.239,11.461,11.186,10.917,10.415,9.9483,9.6603,9.7064,8.7396,8.8746,9.411,10.008,10.529,10.862,11.705,11.907,12.924,13.174,14.016,13.129,12.19,10.821,13.542,17.214,17.598,18.22,17.657,17.394,16.679,15.894,16.926,16.181,16.043,15.157,15.274,15.922,14.143,15.875,16.034,15.894,18.155,18.568,20.045,20.178,20.831,22.358,23.245,23.95,24.869,23.938,22.411,19.359
8.0505,10.288,10.959,11.971,12.926,12.834,13.199,13.097,14.27,14.187,14.395,14.27,14.395,14.549,15.277,14.343,15.441,15.306,15.441,15.277,16.211,15.962,16.184,16.211,16.036,15.499,14.343,12.96,11.188,10.054,8.9924,10.417,11.04,11.77,11.592,11.502,11.669,11.566,11.502,11.656,11.502,11.241,10.288,10.186,8.9427,9.5223,9.0747,9.14,9.3172,9.7536,10.186,10.754,11.908,12.192,12.457,13.489,13.901,13.367,12.764,11.241,13.411,16.366,17.827,17.034,18.001,17.693,17.601,17.328,16.339,16.403,15.393,14.681,14.832,16.11,15.896,15.441,16.439,17.121,17.584,18.321,19.9,20.467,21.272,22.061,22.593,23.654,24.415,23.471,22.435,20.24
8.7892,10.139,11.237,11.767,12.864,13.093,13.105,13.627,13.876,14.717,14.266,14.727,14.667,14.808,14.308,14.401,14.828,15.145,15.204,15.427,16.142,15.427,16.924,16.827,15.845,15.609,14.646,12.298,11.382,9.4096,8.8733,11.237,10.902,11.447,11.665,11.767,11.342,11.653,11.037,11.024,11.237,10.956,10.414,10.371,10.342,9.5351,9.3303,8.8733,9.8719,9.8266,10.861,10.737,11.703,12.066,12.678,13.407,14.545,13.496,12.83,11.237,13.961,17.612,18.119,18.152,17.451,17.612,17.237,16.605,16.105,15.845,15.873,16.031,14.967,15.845,14.828,15.513,15.618,16.676,17.88,19.148,18.922,19.691,21.23,21.803,23.004,24.48,24.907,23.584,22.952,19.356
8.4666,10.056,11.124,12.256,12.556,13.089,13.112,13.678,14.398,14.347,14.685,14.685,14.222,14.685,14.398,14.766,14.274,14.735,15.045,14.735,15.816,15.966,16.188,16.73,15.522,15.928,15.426,13.18,11.243,9.1422,8.7431,11.043,11.23,11.505,11.672,11.773,11.798,11.388,11.23,12.073,11.466,11.243,10.976,10.189,10.056,8.8782,9.0769,9.1422,9.0277,10.247,10.867,10.976,11.911,11.974,12.964,13.112,14.316,13.191,12.767,11.03,14.735,16.801,16.801,17.74,17.989,18.551,16.916,17.082,16.845,16.27,15.368,15.005,14.634,15.522,15.28,15.045,15.825,16.215,16.986,18.527,20.297,20.068,20.724,21.214,22.059,23.477,24.879,23.477,22.46,20.209
8.6354,10.391,11.246,12.703,12.454,12.89,13.288,12.89,13.827,14.094,14.367,14.094,14.573,15.175,14.419,14.837,15.106,14.756,15.467,15.302,16.22,15.848,16.61,15.988,16.211,15.027,15.38,13.153,11.259,9.6623,9.2684,10.73,11.259,11.365,12.028,11.611,11.482,11.206,11.482,11.978,10.937,10.841,11.045,10.305,9.7239,9.3006,9.3006,9.5381,9.0404,10.261,10.882,11.365,11.521,12.382,13.21,13.784,13.817,13.654,12.382,11.059,14.746,16.869,17.271,18.031,18.179,18.015,17.425,16.957,15.923,16.072,15.524,15.923,15.838,14.997,14.705,15.524,15.331,16.992,18.097,18.601,19.85,20.318,21.103,22.419,23.255,23.586,25.762,24.191,22.578,20.274
7.7998,9.096,10.17,10.537,11.086,11.635,12.046,12.828,13.11,13.622,12.096,13.11,13.075,12.733,13.248,13.351,13.419,13.92,14.061,14.233,14.602,14.308,14.654,15.003,14.686,13.788,12.864,11.842,9.9275,8.7204,8.4187,9.6478,9.9428,10.406,10.14,10.465,10.406,10.17,10.406,10.709,10.406,10.17,9.4889,9.2453,8.9782,8.6152,8.2913,8.1991,8.9782,9.1793,9.2453,9.866,10.465,11.099,10.836,11.803,12.146,11.842,11.168,9.6478,12.876,14.18,15.255,16.919,16.061,16.108,15.6,14.84,14.35,14.435,13.788,14.061,13.283,13.7,14.308,13.419,15.003,15.531,16.454,16.08,17.588,17.786,18.865,19.585,19.499,21.46,22.308,21.481,20.076,18.091
8.1927,10.004,10.748,12.039,11.952,12.546,13.493,13.722,13.894,14.211,13.873,14.18,15.034,14.211,14.305,14.674,14.674,14.511,16.037,15.491,15.954,16.349,17.034,17.388,16.028,15.691,15.269,13.079,11.965,9.8095,9.3124,10.581,11.586,11.764,11.965,11.548,11.701,11.379,11.701,11.115,11.035,11.021,10.817,9.8095,9.6569,9.5331,9.3284,9.2484,9.3284,9.5175,10.483,10.858,11.496,12.295,12.546,13.624,14.169,13.926,13.091,10.967,14.138,16.788,18.116,17.793,17.818,17.751,17.311,17.233,16.358,15.606,14.674,14.875,15.888,15.916,14.994,14.994,15.615,16.139,17.793,18.529,20.456,20.738,21.282,22.403,22.765,24.003,24.644,23.792,23.121,19.649
7.6833,9.6338,10.539,10.711,11.597,11.844,12.048,11.934,12.248,12.699,12.248,13.354,13.342,12.925,12.591,12.735,13.568,12.913,14.064,14.139,14.342,14.064,14.48,15.911,14.353,14.563,13.624,11.251,9.8215,8.3477,8.1447,9.3939,10.127,10.88,10.066,10.539,10.481,10.142,9.9446,10.142,9.9293,10.142,9.3939,9.3939,8.4022,8.4383,8.2744,8.8433,8.5813,8.8947,9.4906,9.5226,10.408,11.251,11.033,12.136,13.019,12.098,11.792,9.9446,13.262,15.217,16.401,16.233,15.622,15.485,15.257,15.147,14.574,13.966,13.342,12.878,13.702,14.353,13.112,13.624,13.433,14.802,15.921,16.373,17.531,18.27,19.021,20.477,19.774,21.005,22.637,21.421,20.238,18.195
